cell_type,biological_question,contrast,gene_label,gene_id,regulation,log2FoldChange,abs_log2FoldChange,padj,biotype,chromosome,description
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mov10,ENSMUSG00000002227,Downregulated,-2.568,2.568,2.00e-57,protein_coding,3,Mov10 RISC complex RNA helicase
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lratd2,ENSMUSG00000072568,Downregulated,-2.315,2.315,7.18e-57,protein_coding,15,LRAT domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Slfn5,ENSMUSG00000054404,Downregulated,-5.763,5.763,1.39e-56,protein_coding,11,schlafen 5
AEC,Inhibitor effect,WSN_PP1 vs WSN,Adgra3,ENSMUSG00000029090,Downregulated,-2.58,2.58,2.32e-56,protein_coding,5,adhesion G protein-coupled receptor A3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dusp5,ENSMUSG00000034765,Downregulated,-4.276,4.276,3.01e-56,protein_coding,19,dual specificity phosphatase 5
AEC,Inhibitor effect,WSN_PP1 vs WSN,Trio,ENSMUSG00000022263,Downregulated,-2.619,2.619,3.66e-56,protein_coding,15,triple functional domain (PTPRF interacting)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ppfia1,ENSMUSG00000037519,Downregulated,-3.066,3.066,5.54e-56,protein_coding,7,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pcmtd1,ENSMUSG00000051285,Downregulated,-2.261,2.261,7.83e-56,protein_coding,1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Slmap,ENSMUSG00000021870,Downregulated,-2.069,2.069,8.34e-56,protein_coding,14,sarcolemma associated protein
AEC,Inhibitor effect,WSN_PP1 vs WSN,Atp10a,ENSMUSG00000025324,Downregulated,-4.465,4.465,9.37e-56,protein_coding,7,"ATPase, class V, type 10A"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Numa1,ENSMUSG00000066306,Downregulated,-2.161,2.161,1.20e-55,protein_coding,7,nuclear mitotic apparatus protein 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cic,ENSMUSG00000005442,Downregulated,-2.079,2.079,1.49e-55,protein_coding,7,capicua transcriptional repressor
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hmgcr,ENSMUSG00000021670,Downregulated,-2.094,2.094,3.54e-55,protein_coding,13,3-hydroxy-3-methylglutaryl-Coenzyme A reductase
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm64688,ENSMUSG00000125064,Downregulated,-2.007,2.007,6.81e-55,lncRNA,17,64688
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm62999,ENSMUSG00000137762,Downregulated,-2.151,2.151,7.77e-55,lncRNA,15,62999
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gdf15,ENSMUSG00000038508,Downregulated,-2.174,2.174,1.08e-54,protein_coding,8,growth differentiation factor 15
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cdh11,ENSMUSG00000031673,Downregulated,-2.176,2.176,2.15e-54,protein_coding,8,cadherin 11
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zbed6,ENSMUSG00000094410,Downregulated,-3.818,3.818,5.46e-54,protein_coding,1,"zinc finger, BED type containing 6"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm11131,ENSMUSG00000079505,Downregulated,-4.971,4.971,8.54e-54,lncRNA,17,predicted gene 11131
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lats1,ENSMUSG00000040021,Downregulated,-2.162,2.162,2.11e-53,protein_coding,10,large tumor suppressor
AEC,Inhibitor effect,WSN_PP1 vs WSN,Clcn4,ENSMUSG00000000605,Downregulated,-2.108,2.108,2.33e-53,protein_coding,7,"chloride channel, voltage-sensitive 4"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp36,ENSMUSG00000044786,Downregulated,-2.481,2.481,5.82e-53,protein_coding,7,zinc finger protein 36
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mon2,ENSMUSG00000034602,Downregulated,-2.321,2.321,7.75e-53,protein_coding,10,"MON2 homolog, regulator of endosome to Golgi trafficking"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ch25h,ENSMUSG00000050370,Downregulated,-5.462,5.462,8.87e-53,protein_coding,19,cholesterol 25-hydroxylase
AEC,Inhibitor effect,WSN_PP1 vs WSN,Herc6,ENSMUSG00000029798,Downregulated,-4.86,4.86,1.05e-52,protein_coding,6,hect domain and RLD 6
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mlkl,ENSMUSG00000012519,Downregulated,-2.424,2.424,5.81e-52,protein_coding,8,mixed lineage kinase domain-like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rnpepl1,ENSMUSG00000026269,Downregulated,-2.057,2.057,6.54e-52,protein_coding,1,arginyl aminopeptidase (aminopeptidase B)-like 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Parp11,ENSMUSG00000037997,Downregulated,-2.606,2.606,1.93e-51,protein_coding,6,"poly (ADP-ribose) polymerase family, member 11"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ppp4r1,ENSMUSG00000061950,Downregulated,-2.062,2.062,4.09e-51,protein_coding,17,"protein phosphatase 4, regulatory subunit 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dhx58,ENSMUSG00000017830,Downregulated,-6.301,6.301,6.37e-51,protein_coding,11,DExH-box helicase 58
AEC,Inhibitor effect,WSN_PP1 vs WSN,Trrap,ENSMUSG00000045482,Downregulated,-2.826,2.826,1.03e-50,protein_coding,5,transformation/transcription domain-associated protein
AEC,Inhibitor effect,WSN_PP1 vs WSN,Arid1a,ENSMUSG00000007880,Downregulated,-2.486,2.486,1.79e-50,protein_coding,4,AT-rich interaction domain 1A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Uba7,ENSMUSG00000032596,Downregulated,-5.267,5.267,1.96e-50,protein_coding,9,ubiquitin-like modifier activating enzyme 7
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sh3rf1,ENSMUSG00000031642,Downregulated,-2.06,2.06,3.35e-50,protein_coding,8,SH3 domain containing ring finger 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Abca2,ENSMUSG00000026944,Downregulated,-2.525,2.525,4.05e-50,protein_coding,2,"ATP-binding cassette, sub-family A member 2"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp365,ENSMUSG00000037855,Downregulated,-3.623,3.623,5.74e-50,protein_coding,10,zinc finger protein 365
AEC,Inhibitor effect,WSN_PP1 vs WSN,Car12,ENSMUSG00000032373,Downregulated,-3.244,3.244,3.56e-49,protein_coding,9,carbonic anhydrase 12
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ptpn21,ENSMUSG00000021009,Downregulated,-2.325,2.325,9.05e-49,protein_coding,12,"protein tyrosine phosphatase, non-receptor type 21"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cntn2,ENSMUSG00000053024,Downregulated,-2.112,2.112,3.31e-48,protein_coding,1,contactin 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Snx30,ENSMUSG00000028385,Downregulated,-2.521,2.521,4.00e-48,protein_coding,4,sorting nexin family member 30
AEC,Inhibitor effect,WSN_PP1 vs WSN,A930037H05Rik,ENSMUSG00000109408,Downregulated,-6.825,6.825,4.12e-48,lncRNA,11,A930037H05 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Afdn,ENSMUSG00000068036,Downregulated,-2.68,2.68,4.59e-48,protein_coding,17,"afadin, adherens junction formation factor"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zswim6,ENSMUSG00000032846,Downregulated,-3.41,3.41,7.92e-48,protein_coding,13,zinc finger SWIM-type containing 6
AEC,Inhibitor effect,WSN_PP1 vs WSN,Map1a,ENSMUSG00000027254,Downregulated,-2.63,2.63,1.81e-47,protein_coding,2,microtubule-associated protein 1 A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Nod1,ENSMUSG00000038058,Downregulated,-3.685,3.685,2.10e-47,protein_coding,6,nucleotide-binding oligomerization domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Map4k3,ENSMUSG00000024242,Downregulated,-2.468,2.468,2.15e-47,protein_coding,17,mitogen-activated protein kinase kinase kinase kinase 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Eif2ak3,ENSMUSG00000031668,Downregulated,-2.524,2.524,3.50e-47,protein_coding,6,eukaryotic translation initiation factor 2 alpha kinase 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sun1,ENSMUSG00000036817,Downregulated,-2.151,2.151,3.85e-47,protein_coding,5,Sad1 and UNC84 domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tmem106a,ENSMUSG00000034947,Downregulated,-2.901,2.901,4.49e-47,protein_coding,11,transmembrane protein 106A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Slc20a2,ENSMUSG00000037656,Downregulated,-2.038,2.038,5.10e-47,protein_coding,8,"solute carrier family 20, member 2"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zcchc14,ENSMUSG00000061410,Downregulated,-3.544,3.544,7.30e-47,protein_coding,8,"zinc finger, CCHC domain containing 14"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Eif4ebp2,ENSMUSG00000020091,Downregulated,-2.317,2.317,9.08e-47,protein_coding,10,eukaryotic translation initiation factor 4E binding protein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Naa25,ENSMUSG00000042719,Downregulated,-2.052,2.052,4.48e-46,protein_coding,5,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ptger1,ENSMUSG00000019464,Downregulated,-2.117,2.117,5.01e-46,protein_coding,8,prostaglandin E receptor 1 (subtype EP1)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mpeg1,ENSMUSG00000046805,Downregulated,-5.568,5.568,6.48e-46,protein_coding,19,macrophage expressed gene 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gfod1,ENSMUSG00000051335,Downregulated,-3.329,3.329,1.01e-45,protein_coding,13,glucose-fructose oxidoreductase domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Arap2,ENSMUSG00000037999,Downregulated,-2.533,2.533,1.22e-45,protein_coding,5,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gcn1,ENSMUSG00000041638,Downregulated,-2.154,2.154,1.30e-45,protein_coding,5,GCN1 activator of EIF2AK4
AEC,Inhibitor effect,WSN_PP1 vs WSN,Bach1,ENSMUSG00000025612,Downregulated,-3.648,3.648,2.24e-45,protein_coding,16,"BTB and CNC homology 1, basic leucine zipper transcription factor 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,1700126G02Rik,ENSMUSG00000107802,Downregulated,-4.849,4.849,2.78e-45,lncRNA,6,1700126G02 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Trappc10,ENSMUSG00000000374,Downregulated,-2.58,2.58,1.01e-44,protein_coding,10,trafficking protein particle complex 10
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rarb,ENSMUSG00000017491,Upregulated,2.622,2.622,1.03e-44,protein_coding,14,"retinoic acid receptor, beta"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hivep2,ENSMUSG00000015501,Downregulated,-2.821,2.821,1.35e-44,protein_coding,10,human immunodeficiency virus type I enhancer binding protein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Fam171a1,ENSMUSG00000050530,Downregulated,-2.843,2.843,1.90e-44,protein_coding,2,"family with sequence similarity 171, member A1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Usp12,ENSMUSG00000029640,Downregulated,-3.814,3.814,2.19e-44,protein_coding,5,ubiquitin specific peptidase 12
AEC,Inhibitor effect,WSN_PP1 vs WSN,Chrnb2,ENSMUSG00000027950,Downregulated,-3.748,3.748,2.74e-44,protein_coding,3,cholinergic receptor nicotinic beta 2 subunit
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cemip2,ENSMUSG00000024754,Downregulated,-4.788,4.788,2.75e-44,protein_coding,19,cell migration inducing hyaluronidase 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cldn3,ENSMUSG00000070473,Upregulated,2.623,2.623,2.92e-44,protein_coding,5,claudin 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mamdc2,ENSMUSG00000033207,Downregulated,-2.32,2.32,3.07e-44,protein_coding,19,MAM domain containing 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm38316,ENSMUSG00000103730,Downregulated,-2.383,2.383,3.66e-44,TEC,14,38316
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ncoa7,ENSMUSG00000039697,Downregulated,-3.095,3.095,4.63e-44,protein_coding,10,nuclear receptor coactivator 7
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zbtb18,ENSMUSG00000063659,Downregulated,-2.387,2.387,5.40e-44,protein_coding,1,zinc finger and BTB domain containing 18
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm41698,ENSMUSG00000123961,Downregulated,-2.701,2.701,8.26e-44,lncRNA,18,41698
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sh2d4a,ENSMUSG00000053886,Upregulated,3.492,3.492,8.60e-44,protein_coding,8,SH2 domain containing 4A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Itga9,ENSMUSG00000039115,Downregulated,-2.352,2.352,9.42e-44,protein_coding,9,integrin alpha 9
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ddit4,ENSMUSG00000020108,Downregulated,-2.318,2.318,1.21e-43,protein_coding,10,DNA-damage-inducible transcript 4
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mfhas1,ENSMUSG00000070056,Downregulated,-2.282,2.282,2.01e-43,protein_coding,8,malignant fibrous histiocytoma amplified sequence 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Il6,ENSMUSG00000025746,Downregulated,-2.353,2.353,2.22e-43,protein_coding,5,interleukin 6
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm26811,ENSMUSG00000097816,Downregulated,-2.572,2.572,2.41e-43,lncRNA,6,26811
AEC,Inhibitor effect,WSN_PP1 vs WSN,Slc25a22,ENSMUSG00000019082,Downregulated,-2.57,2.57,4.17e-43,protein_coding,7,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tnrc6a,ENSMUSG00000052707,Downregulated,-2.257,2.257,4.44e-43,protein_coding,7,trinucleotide repeat containing 6a
AEC,Inhibitor effect,WSN_PP1 vs WSN,Xxylt1,ENSMUSG00000047434,Downregulated,-3.415,3.415,8.32e-43,protein_coding,16,xyloside xylosyltransferase 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Svil,ENSMUSG00000024236,Downregulated,-2.344,2.344,8.43e-43,protein_coding,18,supervillin
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tsku,ENSMUSG00000049580,Downregulated,-2.891,2.891,1.10e-42,protein_coding,7,"tsukushi, small leucine rich proteoglycan"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm26902,ENSMUSG00000097558,Downregulated,-3.617,3.617,1.12e-42,lncRNA,19,26902
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp281,ENSMUSG00000041483,Downregulated,-4.06,4.06,1.20e-42,protein_coding,1,zinc finger protein 281
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sp110,ENSMUSG00000070034,Downregulated,-2.32,2.32,1.30e-42,protein_coding,1,Sp110 nuclear body protein
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm31834,ENSMUSG00000114638,Downregulated,-2.659,2.659,1.51e-42,lncRNA,13,31834
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lats2,ENSMUSG00000021959,Downregulated,-2.455,2.455,1.85e-42,protein_coding,14,large tumor suppressor 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Klf13,ENSMUSG00000052040,Downregulated,-2.699,2.699,2.86e-42,protein_coding,7,Kruppel-like transcription factor 13
AEC,Inhibitor effect,WSN_PP1 vs WSN,Plagl1,ENSMUSG00000019817,Downregulated,-2.913,2.913,4.77e-42,protein_coding,10,pleiomorphic adenoma gene-like 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Phf2,ENSMUSG00000038025,Downregulated,-2.76,2.76,6.90e-42,protein_coding,13,PHD finger protein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dip2a,ENSMUSG00000020231,Downregulated,-3.221,3.221,1.26e-41,protein_coding,10,disco interacting protein 2 homolog A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mpdz,ENSMUSG00000028402,Downregulated,-2.069,2.069,1.57e-41,protein_coding,4,multiple PDZ domain crumbs cell polarity complex component
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zcchc24,ENSMUSG00000055538,Downregulated,-2.886,2.886,2.12e-41,protein_coding,14,"zinc finger, CCHC domain containing 24"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Stk4,ENSMUSG00000018209,Downregulated,-2.083,2.083,4.31e-41,protein_coding,2,serine/threonine kinase 4
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lmbrd2,ENSMUSG00000039704,Downregulated,-2.457,2.457,8.30e-41,protein_coding,15,LMBR1 domain containing 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sema7a,ENSMUSG00000038264,Downregulated,-3.262,3.262,1.53e-40,protein_coding,9,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pitpnm2,ENSMUSG00000029406,Downregulated,-3.227,3.227,2.00e-40,protein_coding,5,"phosphatidylinositol transfer protein, membrane-associated 2"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Med13l,ENSMUSG00000018076,Downregulated,-4.218,4.218,2.00e-40,protein_coding,5,mediator complex subunit 13-like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gapvd1,ENSMUSG00000026867,Downregulated,-2.047,2.047,2.18e-40,protein_coding,2,GTPase activating protein and VPS9 domains 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zbtb38,ENSMUSG00000040433,Downregulated,-2.057,2.057,2.29e-40,protein_coding,9,zinc finger and BTB domain containing 38
AEC,Inhibitor effect,WSN_PP1 vs WSN,9530082P21Rik,ENSMUSG00000097006,Downregulated,-2.723,2.723,3.39e-40,lncRNA,17,9530082P21 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm28513,ENSMUSG00000099568,Downregulated,-3.924,3.924,4.23e-40,lncRNA,1,predicted gene 28513
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tent4a,ENSMUSG00000034575,Downregulated,-2.399,2.399,6.92e-40,protein_coding,13,terminal nucleotidyltransferase 4A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Igsf3,ENSMUSG00000042035,Downregulated,-2.7,2.7,8.23e-40,protein_coding,3,"immunoglobulin superfamily, member 3"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mrs2,ENSMUSG00000021339,Downregulated,-2.268,2.268,1.35e-39,protein_coding,13,MRS2 magnesium transporter
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mtor,ENSMUSG00000028991,Downregulated,-2.503,2.503,2.14e-39,protein_coding,4,mechanistic target of rapamycin kinase
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm15350,ENSMUSG00000084780,Downregulated,-3.366,3.366,2.25e-39,lncRNA,8,predicted gene 15350
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mindy2,ENSMUSG00000042444,Downregulated,-3.101,3.101,4.92e-39,protein_coding,9,MINDY lysine 48 deubiquitinase 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cep104,ENSMUSG00000039523,Downregulated,-2.14,2.14,5.52e-39,protein_coding,4,centrosomal protein 104
AEC,Inhibitor effect,WSN_PP1 vs WSN,Flywch1,ENSMUSG00000040097,Downregulated,-2.084,2.084,6.30e-39,protein_coding,17,FLYWCH-type zinc finger 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Stim2,ENSMUSG00000039156,Downregulated,-2.748,2.748,6.60e-39,protein_coding,5,stromal interaction molecule 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Adgrl1,ENSMUSG00000013033,Downregulated,-2.014,2.014,7.12e-39,protein_coding,8,adhesion G protein-coupled receptor L1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Htt,ENSMUSG00000029104,Downregulated,-2.686,2.686,7.24e-39,protein_coding,5,huntingtin
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifi207,ENSMUSG00000073490,Downregulated,-5.803,5.803,7.96e-39,protein_coding,1,interferon activated gene 207
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dip2c,ENSMUSG00000048264,Downregulated,-3.797,3.797,9.53e-39,protein_coding,13,disco interacting protein 2 homolog C
AEC,Inhibitor effect,WSN_PP1 vs WSN,Htr2a,ENSMUSG00000034997,Downregulated,-2.227,2.227,1.23e-38,protein_coding,14,5-hydroxytryptamine (serotonin) receptor 2A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rab38,ENSMUSG00000030559,Upregulated,2.796,2.796,1.56e-38,protein_coding,7,"RAB38, member RAS oncogene family"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tgfbr1,ENSMUSG00000007613,Downregulated,-2.131,2.131,2.23e-38,protein_coding,4,"transforming growth factor, beta receptor I"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Spen,ENSMUSG00000040761,Downregulated,-3.963,3.963,2.40e-38,protein_coding,4,spen family transcription repressor
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifi205,ENSMUSG00000054203,Downregulated,-6.148,6.148,2.77e-38,protein_coding,1,interferon activated gene 205
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sipa1l2,ENSMUSG00000001995,Downregulated,-2.389,2.389,3.48e-38,protein_coding,8,signal-induced proliferation-associated 1 like 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,9930014A18Rik,ENSMUSG00000097493,Downregulated,-2.499,2.499,4.04e-38,lncRNA,15,9930014A18 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rest,ENSMUSG00000029249,Downregulated,-2.627,2.627,5.17e-38,protein_coding,5,RE1-silencing transcription factor
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ppm1f,ENSMUSG00000026181,Downregulated,-2.428,2.428,6.46e-38,protein_coding,16,protein phosphatase 1F (PP2C domain containing)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Thbs2,ENSMUSG00000023885,Downregulated,-2.035,2.035,7.42e-38,protein_coding,17,thrombospondin 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Maml1,ENSMUSG00000050567,Downregulated,-3.129,3.129,7.76e-38,protein_coding,11,mastermind like transcriptional coactivator 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dido1,ENSMUSG00000038914,Downregulated,-3.155,3.155,1.43e-37,protein_coding,2,death inducer-obliterator 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm15821,ENSMUSG00000081512,Downregulated,-3.141,3.141,2.04e-37,lncRNA,17,predicted gene 15821
AEC,Inhibitor effect,WSN_PP1 vs WSN,Emilin1,ENSMUSG00000029163,Downregulated,-3.309,3.309,2.57e-37,protein_coding,5,elastin microfibril interfacer 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Brd1,ENSMUSG00000022387,Downregulated,-3.38,3.38,2.59e-37,protein_coding,15,bromodomain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rec8,ENSMUSG00000002324,Upregulated,2.297,2.297,2.60e-37,protein_coding,14,REC8 meiotic recombination protein
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pprc1,ENSMUSG00000055491,Downregulated,-2.225,2.225,2.73e-37,protein_coding,19,"peroxisome proliferative activated receptor, gamma, coactivator-related 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,AI593442,ENSMUSG00000078307,Upregulated,4.03,4.03,5.47e-37,protein_coding,9,expressed sequence AI593442
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ice1,ENSMUSG00000034525,Downregulated,-2.58,2.58,5.53e-37,protein_coding,13,interactor of little elongation complex ELL subunit 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Snx18,ENSMUSG00000042364,Downregulated,-2.223,2.223,6.54e-37,protein_coding,13,sorting nexin 18
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ahnak2,ENSMUSG00000118667,Downregulated,-2.027,2.027,6.63e-37,protein_coding,12,AHNAK nucleoprotein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tns2,ENSMUSG00000037003,Downregulated,-2.431,2.431,7.74e-37,protein_coding,15,tensin 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zc3h4,ENSMUSG00000059273,Downregulated,-2.996,2.996,8.74e-37,protein_coding,7,zinc finger CCCH-type containing 4
AEC,Inhibitor effect,WSN_PP1 vs WSN,1700088E04Rik,ENSMUSG00000033029,Downregulated,-2.045,2.045,8.74e-37,protein_coding,15,1700088E04 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sesn2,ENSMUSG00000028893,Downregulated,-2.215,2.215,8.78e-37,protein_coding,4,sestrin 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Srf,ENSMUSG00000015605,Downregulated,-2.175,2.175,1.14e-36,protein_coding,17,serum response factor
AEC,Inhibitor effect,WSN_PP1 vs WSN,Itprid2,ENSMUSG00000027007,Downregulated,-2.929,2.929,2.23e-36,protein_coding,2,ITPR interacting domain containing 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm67348,ENSMUSG00000121382,Downregulated,-3.954,3.954,2.52e-36,lncRNA,11,67348
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zbtb7a,ENSMUSG00000035011,Downregulated,-2.475,2.475,2.58e-36,protein_coding,10,zinc finger and BTB domain containing 7a
AEC,Inhibitor effect,WSN_PP1 vs WSN,Apol6,ENSMUSG00000033576,Downregulated,-4.277,4.277,6.11e-36,protein_coding,15,apolipoprotein L 6
AEC,Inhibitor effect,WSN_PP1 vs WSN,Unc13b,ENSMUSG00000028456,Downregulated,-2.121,2.121,6.72e-36,protein_coding,4,unc-13 homolog B
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tgtp1,ENSMUSG00000078922,Downregulated,-5.977,5.977,7.04e-36,protein_coding,11,T cell specific GTPase 1
